item_idx,price
0,9.99
1,10.99
2,1.96
3,14.99
4,22.99
5,23.99
6,57.38
7,24.99
8,34.99
9,16.8
10,40.31163863909076
11,7.43
12,20.55460262826069
13,3.8
14,29.99
15,14.99
16,2.54
17,35.87531864050185
18,2.54
19,2.54
20,4.02
21,2.54
22,46.26425539769016
23,32.7195891031187
24,7.77
25,99.0
26,15.68854763067552
27,6.04
28,43.66742454631519
29,20.28
30,7.15
31,3.37
32,104.75
33,9.96
34,14.66
35,19.99
36,3.57
37,18.74
38,37.477136956389394
39,10.48
40,40.76230730965209
41,78.95
42,17.07
43,12.4
44,7.160237309100233
45,9.99
46,24.7
47,4.0
48,7.1424458788663605
49,44.430434990595415
50,7.82
51,47.16177305210644
52,4.84
53,50.0
54,4.47
55,15.859477817704953
56,7.2
57,33.20505511403706
58,4.0
59,6.93
60,0.99
61,38.03202463689459
62,84.0
63,3.2
64,12.289868998839973
65,4.41
66,3.16
67,11.52
68,5.99
69,6.04
70,40.24982073995339
71,7.75
72,10.65
73,16.27
74,10.31
75,10.01
76,10.36
77,35.44671439887635
78,5.21
79,17.00761379581387
80,29.29335051161166
81,3.3
82,4.0
83,9.53
84,43.86400835783674
85,12.53
86,4.0
87,4.49
88,4.95
89,5.85
90,7.43
91,6.04
92,14.065081576745673
93,8.65
94,23.713856190143787
95,13.39
96,43.570631116258646
97,29.4
98,8.89398837084395
99,10.12
100,44.84444710018146
101,8.65
102,42.34104677116892
103,111.02
104,4.0
105,8.65
106,3.86
107,61.22
108,32.58843521021391
109,41.41031314323143
110,32.71991906150317
111,4.65
112,9.44
113,41.6299466597357
114,6.04
115,32.36277163931031
116,31.30164977907577
117,15.692254351634254
118,12.67
119,11.377549581670458
120,6.04
121,55.170082687919496
122,1.7907567603991776
123,7.95
124,26.02928062732645
125,6.04
126,8.65
127,6.04
128,6.04
129,5.1
130,19.95
131,4.0
132,11.93
133,29.47
134,5.136718641022088
135,24.268970827006328
136,5.43
137,22.573467864699097
138,38.274539682574016
139,22.5
140,22.41
141,15.803230605440511
142,2.54
143,7.365892631417237
144,109.0
145,18.59093854268997
146,24.19064542935611
147,2.54
148,2.54
149,6.04
150,7.88
151,22.461751917275347
152,2.08
153,51.23339126480458
154,25.32829971449095
155,21.81
156,27.35376029168784
157,13.78
158,13.06
159,173.88
160,30.99
161,31.6
162,19.99
163,27.96
164,164.99
165,449.0
166,24.14601122710632
167,11.437989312263886
168,11.67
169,25.08
170,20.94
171,46.29186965194131
172,1.1535336495060924
173,39.95
174,0.5798146890192737
175,12.08
176,12.26
177,69.99
178,12.15
179,12.42
180,8.99
181,17.67
182,1.7018983129583485
183,17.642923948895266
184,58.81372926888581
185,46.148675700567374
186,5.99
187,33.83
188,13.18
189,18.5
190,66.39651222706928
191,74.99
192,25.23
193,31.5
194,8.68
195,19.135140862088463
196,36.95
197,29.0
198,8.99
199,24.98
200,8.65
201,7.95
202,22.56
203,15.588061704252532
204,18.5
205,24.95
206,26.16
207,9.996295146702504
208,24.99
209,47.02
210,16.89
211,4.95
212,17.0244798161476
213,128.92
214,40.52044105667624
215,10.98
216,54.41214482029525
217,16.877115158531044
218,15.06
219,9.85
220,24.36
221,35.44073565821908
222,14.49
223,33.36080502363062
224,24.99
225,16.75
226,23.21
227,54.89
228,27.43411197466944
229,40.81
230,23.917297814975356
231,44.89
232,56.95
233,29.99
234,25.99
235,12.95
236,32.957083523962766
237,25.6891202562366
238,19.97
239,16.45
240,16.26
241,174.99
242,21.99
243,53.723001808824336
244,34.992353939774326
245,27.83
246,20.349216892008
247,9.99
248,23.37
249,40.27
250,36.42658561930873
251,239.99
252,36.0610791105103
253,24.93
254,17.19
255,29.95
256,18.97
257,16.95
258,18.4
259,28.8144292070381
260,279.0
261,349.0
262,214.99
263,13.1
264,34.9890653315985
265,24.472507801573755
266,8.49
267,10.488868577275449
268,37.95940196580435
269,13.22
270,16.240992067974396
271,42.464762345174215
272,18.59
273,13.2686796541201
274,5.04
275,19.4
276,55.56065403721694
277,9.0
278,24.67
279,25.90293544620732
280,25.83772602142661
281,8.282355540278871
282,14.0
283,21.77
284,24.99
285,45.98985425397471
286,27.4638171508712
287,16.49
288,19.586528271335432
289,294.99
290,22.15
291,21.34485679200572
292,89.99
293,13.37
294,60.27024522841571
295,301.61
296,14.77
297,53.14866543444121
298,359.45
299,29.761305608946305
300,27.24
301,27.24
302,19.99
303,31.214315848435948
304,3.54
305,3.54
306,7.88
307,10.4
308,10.89
309,14.73
310,12.69
311,30.99
312,31.70253500307486
313,293.49
314,336.29
315,26.690722712018943
316,21.688342710947666
317,9.99
318,32.32399764272514
319,29.049054194809127
320,449.97
321,14.354489202466135
322,189.95
323,13.66164555202974
324,30.000546712611825
325,16.2
326,16.2
327,16.2
328,35.55226367775185
329,14.99
330,17.74
331,25.01
332,42.60520563932101
333,14.81
334,31.27382593048591
335,103.99
336,21.569004231947087
337,474.58
338,352.0
339,13.57
340,247.39
341,28.27943289997708
342,7.489266309669738
343,13.98720466846462
344,11.04
345,8.84
346,12.79
347,104.95
348,7.88
349,179.0
350,324.95
351,50.57098875820566
352,16.58
353,35.0
354,35.440884880001875
355,144.95
356,198.24
357,19.99
358,49.50131137449107
359,51.638352544779465
360,16.17
361,28.94
362,20.1
363,9.95
364,193.9
365,22.02033755411952
366,251.19
367,45.0
368,14.850070862656178
369,18.99
370,6.29
371,22.761145772617592
372,2.356759743068617
373,26.8447635635924
374,434.39
375,496.83
376,397.95
377,394.76
378,14.97
379,9.46
380,9.196037598333216
381,12.62
382,22.087005857865783
383,28.28017100850236
384,5.585567659864291
385,8.796545388684226
386,7.997406595433705
387,6.29
388,12.29
389,11.694966361897617
390,17.33431609739827
391,30.00594601490045
392,6.29
393,31.09565207032285
394,49.03681968772972
395,19.72522263396137
396,3.947522793857458
397,9.46
398,14.38
399,35.03397035741379
400,11.05
401,27.39
402,11.05
403,7.88
404,10.67
405,6.29
406,149.99
407,18.62
408,11.51
409,15.81
410,19.99
411,21.17
412,29.93
413,17.79
414,18.11
415,7.88
416,18.13
417,11.73
418,9.39
419,36.73765757599563
420,46.98456088372987
421,479.0
422,317.95
423,7.99
424,53.53965596612059
425,1.96
426,17.827160974990303
427,6.04
428,70.88
429,14.61
430,12.4
431,4.417655965555594
432,7.43
433,72.90693235736568
434,4.5
435,8.65
436,7.43
437,4.93
438,8.41
439,12.06
440,6.03
441,60.60004409251707
442,41.01664017763003
443,2.24
444,2.24
445,7.43
446,6.39
447,13.91331286205942
448,6.03
449,0.85
450,161.95
451,74.0
452,127.0
453,8.78
454,7.43
455,10.12
456,7.43
457,8.65
458,4.0
459,9.06
460,7.43
461,15.306232475769136
462,12.4
463,2.24
464,2.24
465,124.95
466,7.18
467,12.4
468,8.65
469,7.43
470,27.13372572987247
471,43.68140590039305
472,23.455799436243904
473,62.22973857198979
474,349.0
475,13.799528854703697
476,32.1095929503061
477,933.32
478,2.54
479,21.76
480,259.99
481,9.99
482,4.29241715519949
483,6.04
484,38.99
485,22.335542453925257
486,4.01
487,16.94517484011164
488,450.0
489,71.94974800294429
490,55.79904910370311
491,25.66
492,249.99
493,43.47825625792973
494,23.829582774450905
495,4.0
496,32.78018581951692
497,21.05068259193392
498,6.24
499,8.65
500,37.0385477415697
501,6.99
502,16.737462024248632
503,5.99
504,21.798867076178897
505,16.553655992724188
506,31.41885611874263
507,68.53237362474563
508,18.831352007266545
509,19.95
510,29.39
511,14.172419691899806
512,5.99
513,9.99
514,2.0
515,43.74893598324496
516,40.66761573415272
517,7.99
518,5.67
519,16.99
520,32.61043151689363
521,22.67490814277201
522,25.938962018618287
523,29.222206619610493
524,23.99
525,24.68
526,19.99
527,7.724880148490154
528,6.791332067803222
529,32.72360084880684
530,23.636020522542463
531,190.86
532,2.907922304011908
533,14.755975284870331
534,53.22004888995119
535,6.776356382202106
536,26.07771349799004
537,7.442874835250164
538,26.557632823695137
539,22.685602160436027
540,11.14547457498344
541,19.99
542,28.509454859514157
543,25.872648269543173
544,10.99
545,49.99
546,3.78
547,99.99
548,11.05
549,2.54
550,1.69
551,39.99
552,50.615013286895575
553,27.167940732546665
554,11.914973647642771
555,49.20972011800585
556,14.161992519663835
557,9.662230893765315
558,59.01
559,7.43
560,25.99
561,24.080340756936515
562,15.99
563,49.6749921256682
564,32.88931668091305
565,37.9
566,239.98
567,9.61643951287588
568,25.09911980670128
569,15.496451137869816
570,19.95
571,29.72848012364592
572,3.54
573,21.034824462839744
574,49.58307135266223
575,500.0
576,11.002922760988517
577,67.24367417645462
578,15.81
579,15.655499217626238
580,2.970842652327108
581,13.223642717596665
582,6.04
583,13.29
584,74.99
585,7.18
586,11.30968889076422
587,6.04
588,7.18
589,10.08
590,9.66
591,9.36
592,10.12
593,8.52
594,9.06
595,20.31
596,9.06
597,7.18
598,3.57
599,25.28038285027318
600,19.23
601,10.12
602,10.12
603,10.12
604,8.35
605,9.13
606,4.95
607,6.03
608,31.201559608040103
609,17.97
610,118.99
611,7.95
612,13.160180438941984
613,8.65
614,0.85
615,48.22867024019705
616,15.15
617,2.24
618,344.0
619,10.12
620,492.36
621,35.05
622,49.0788138244606
623,9.53
624,21.1
625,7.18
626,29.39047529025941
627,11.32
628,10.08
629,18.72
630,10.33
631,10.33
632,10.33
633,6.03
634,9.29
635,10.12
636,432.99
637,9.36
638,274.99
639,24.16
640,10.08
641,17.51
642,13.29
643,8.72
644,12.378434233232394
645,12.06
646,12.06
647,469.95
648,10.12
649,9.4
650,29.247083110309447
651,35.96224047781719
652,20.641816386617943
653,3.95
654,38.90738670723072
655,40.317126132124514
656,13.237427420062724
657,3.95
658,23.23478749888265
659,58.033435659051605
660,4.0
661,14.66288295101
662,35.77126968581305
663,6.04
664,24.411566166688495
665,22.49
666,10.49
667,38.99
668,29.38922469481924
669,9.49
670,7.99
671,28.99
672,11.49
673,100.99
674,37.99
675,18.49
676,52.160302878666265
677,26.99
678,6.49
679,44.91088300732658
680,9.49
681,15.26520359950682
682,63.898503264805306
683,30.99
684,29.49
685,24.622310103619267
686,29.99
687,11.49
688,13.22
689,32.99
690,34.00478493510434
691,9.99
692,54.48707042722083
693,7.99
694,35.99
695,29.49
696,10.49
697,6.49
698,16.35000965455863
699,30.99
700,11.49
701,41.49
702,7.99
703,31.99
704,9.49
705,19.49
706,19.49
707,10.99
708,16.99
709,10.99
710,38.49
711,17.362678601957597
712,23.23673117375322
713,17.49
714,12.99
715,11.99
716,22.99
717,38.99
718,8.99
719,62.49
720,45.49
721,37.49
722,16.49
723,7.49
724,9.99
725,5.99
726,17.95
727,17.0
728,27.0
729,16.38
730,60.61867704476872
731,19.99
732,19.43
733,3.54
734,19.45
735,7.88
736,3.54
737,5.04
738,4.341205782156221
739,167.38
740,18.20628054005843
741,28.83848313115864
742,30.24460231618502
743,30.450210825480788
744,6.29
745,10.08
746,4.521059259564083
747,4.03
748,15.246459882168717
749,5.58
750,7.98
751,32.30902688517871
752,9.95
753,5.054854470037101
754,30.73980888875904
755,9.99
756,1.96
757,18.02972861599999
758,34.078570121815645
759,18.6142640312519
760,29.991428897513337
761,6.29
762,7.2
763,4.42
764,8.085736987116812
765,7.49
766,35.38881937951414
767,29.83754133060245
768,12.99
769,9.99
770,84.79472912655778
771,31.45795458276932
772,22.788330552039227
773,4.0
774,4.0
775,4.99
776,10.99
777,10.631250195161227
778,139.95
779,17.561827955275845
780,384.95
781,30.12313455712567
782,14.31374191646966
783,6.24
784,99.99
785,7.0
786,9.97
787,5.55
788,15.792158570242757
789,29.99
790,7.454222033954662
791,26.396755127169317
792,29.712570818954504
793,47.96795168632223
794,40.5973794870622
795,16.520810816167007
796,48.20057307850072
797,9.97
798,19.347201265040663
799,109.49
800,19.99
801,6.04
802,8.21
803,28.75322174430372
804,29.99
805,31.38146914305334
806,7.99
807,8.49
808,7.59
809,1.96
810,7.67
811,5.49
812,40.49309715219552
813,16.072106666345576
814,7.03
815,5.99
816,5.49
817,6.3
818,6.11
819,14.25
820,17.65
821,14.25
822,14.51
823,24.95
824,6.3
825,9.94
826,15.599990135717444
827,35.37291163451769
828,6.45
829,41.13505712717473
830,40.08
831,15.97
832,6.24
833,6.69
834,1.96
835,9.94
836,4.0
837,129.99
838,7.43
839,105.53
840,299.0
841,74.98
842,1.96
843,27.57
844,35.68905943317565
845,1.96
846,32.182967970321144
847,16.011956461050293
848,8.99
849,2.8214947495470124
850,5.99
851,29.82455522967955
852,8.59
853,4.0
854,6.11
855,5.89
856,6.07
857,9.89
858,4.5
859,12.69
860,4.9
861,33.75305747637689
862,8.99
863,5.99
864,6.57
865,7.72
866,17.023204404845547
867,14.899188011011244
868,19.5743269373674
869,7.18
870,7.18
871,18.84
872,16.45
873,19.99
874,13.98
875,54.13375444994467
876,54.52437970900477
877,10.33
878,10.12
879,55.85
880,7.18
881,6.03
882,3.57
883,17.86
884,17.8
885,64.32965513291984
886,16.59
887,7.18
888,0.85
889,22.262940228902345
890,10.12
891,3.57
892,7.18
893,1.96
894,19.95
895,51.34877797145083
896,26.728731782810645
897,179.99
898,2.24
899,11.47794121176187
900,50.777360552785225
901,5.935677030778822
902,8.97
903,2.24
904,20.989649018373623
905,7.456727573849727
906,18.0347298879601
907,7.43
908,10.05888773974556
909,12.121678177764355
910,10.926238393354016
911,53.58375101424243
912,10.12
913,25.541861504525144
914,7.43
915,6.04
916,34.89
917,6.04
918,1.96
919,1.96
920,9.95
921,1.96
922,7.43
923,9.54
924,7.43
925,3.57
926,10.12
927,9.06
928,7.43
929,7.18
930,10.717121800298251
931,10.12
932,7.43
933,8.65
934,17.07
935,12.4
936,24.99
937,7.43
938,323.96
939,7.43
940,4.96
941,7.43
942,7.43
943,7.43
944,10.12
945,6.971554251255102
946,39.99
947,34.99
948,26.95
949,7.95
950,25.720577827822527
951,36.023651925842
952,78.0
953,28.19
954,61.99557643463343
955,161.99
956,27.88
957,14.99
958,89.99
959,122.95
960,1.083176484431165
961,5.124880985101946
962,43.04207508301764
963,18.140995004998047
964,89.99
965,6.04
966,9.99
967,10.72
968,20.77285502312499
969,8.65
970,8.65
971,48.22363793879945
972,7.43
973,8.65
974,14.813383943125991
975,15.277465512658225
976,6.04
977,6.04
978,117.35
979,8.65
980,10.12
981,12.4
982,27.65124370934108
983,6.04
984,34.99
985,5.754305052565434
986,7.43
987,10.12
988,4.0
989,78.14
990,0.85
991,10.12
992,10.08
993,7.18
994,0.85
995,6.03
996,2.24
997,7.43
998,54.95
999,7.43
1000,10.12
1001,10.12
1002,487.0
1003,23.11
1004,429.99
1005,42.32
1006,104.95
1007,12.4
1008,12.4
1009,12.4
1010,335.95
1011,8.65
1012,12.4
1013,16.87
1014,27.13723519957873
1015,35.58996130112838
1016,2.94
1017,8.34
1018,21.05324228187616
1019,4.17
1020,13.69
1021,2.54
1022,2.54
1023,7.28
1024,3.31
1025,2.54
1026,2.54
1027,2.54
1028,5.99
1029,4.09
1030,3.83
1031,2.54
1032,2.54
1033,14.0
1034,3.73
1035,2.54
1036,2.54
1037,4.17
1038,3.84
1039,2.18
1040,2.54
1041,2.54
1042,2.54
1043,10.99
1044,2.54
1045,8.56
1046,34.99
1047,7.43
1048,2.54
1049,6.04
1050,7.43
1051,7.43
1052,3.28
1053,22.63797117719841
1054,2.54
1055,3.91
1056,6.04
1057,43.65435463268616
1058,2.54
1059,45.71127440909496
1060,16.85432375907661
1061,2.54
1062,48.17
1063,1.96
1064,2.54
1065,10.99
1066,2.54
1067,4.26
1068,2.54
1069,26.71767368307269
1070,17.842663455239077
1071,31.945600666922147
1072,32.693620910750674
1073,9.99
1074,7.546402261248416
1075,2.54
1076,28.99
1077,5.94
1078,4.29
1079,1.96
1080,15.41
1081,6.04
1082,8.65
1083,8.65
1084,179.99
1085,12.4
1086,1.96
1087,7.43
1088,7.43
1089,15.3301950957678
1090,32.82225813207298
1091,21.19874527612396
1092,48.32619370907166
1093,7.43
1094,7.99
1095,14.99
1096,36.99
1097,11.99
1098,10.99
1099,7.99
1100,9.99
1101,24.99
1102,6.29
1103,8.99
1104,18.99
1105,20.37492800819912
1106,10.12
1107,14.4
1108,17.95
1109,12.4
1110,17.800669366434498
1111,9.99
1112,33.03191043042875
1113,46.15988697615592
1114,37.723472528332906
1115,27.59380526873358
1116,31.04316183994552
1117,12.32907209177258
1118,23.405954695003896
1119,48.538332897340254
1120,14.30589109076425
1121,16.464906741929923
1122,12.99
1123,36.72368615870299
1124,10.99
1125,7.99
1126,8.99
1127,7.995017564264484
1128,2.2856667713366874
1129,48.67080180991179
1130,21.7307851651012
1131,8.99
1132,29.072250889599555
1133,9.99
1134,15.888519964428433
1135,7.99
1136,7.99
1137,2.99
1138,89.99
1139,7.424530742305384
1140,13.907844331224997
1141,24.242940582333063
1142,9.06
1143,6.04
1144,21.284774102840636
1145,16.487583039349214
1146,6.77
1147,8.65
1148,63.67214711660414
1149,22.34
1150,7.280091157101036
1151,24.95
1152,12.4
1153,226.2
1154,41.31163712809924
1155,16.831546176156106
1156,6.99
1157,12.99
1158,9.99
1159,12.99
1160,14.805483875926924
1161,10.99
1162,1.96
1163,11.98
1164,2.54
1165,7.43
1166,59.99
1167,14.69
1168,2.54
1169,124.99
1170,79.99
1171,8.65
1172,21.15
1173,89.99
1174,14.74
1175,44.99
1176,149.99
1177,2.54
1178,8.65
1179,7.43
1180,10.99
1181,15.98
1182,29.99
1183,66.99
1184,149.99
1185,8.65
1186,14.99
1187,12.49
1188,9.99
1189,7.99
1190,7.43
1191,8.65
1192,8.65
1193,8.39
1194,7.43
1195,16.02
1196,14.3
1197,2.0
1198,17.99
1199,40.8434344206774
1200,9.98
1201,68.99
1202,24.99
1203,8.65
1204,19.99
1205,2.85
1206,2.85
1207,6.71
1208,4.92
1209,1.41
1210,6.42
1211,2.85
1212,1.41
1213,2.85
1214,6.71
1215,6.71
1216,2.85
1217,1.41
1218,6.42
1219,5.95
1220,2.85
1221,1.41
1222,1.41
1223,1.41
1224,6.71
1225,6.71
1226,10.08
1227,14.122388315151465
1228,3.35859993488478
1229,21.9954220438288
1230,4.0
1231,6.922460254882222
1232,17.85407410913763
1233,11.798932402285867
1234,13.489565964939956
1235,4.501304379580681
1236,7.99
1237,41.4066561315812
1238,6.04
1239,50.632932401120335
1240,6.04
1241,31.853354010586205
1242,6.04
1243,34.98745788445627
1244,25.611864853760157
1245,30.647802120477717
1246,20.99
1247,16.99
1248,9.99
1249,11.99
1250,22.99
1251,13.99
1252,14.99
1253,16.99
1254,10.99
1255,8.99
1256,59.329878846001584
1257,13.99
1258,12.99
1259,17.99
1260,18.99
1261,21.99
1262,15.99
1263,9.99
1264,15.99
1265,13.99
1266,11.99
1267,26.725030619297
1268,8.99
1269,59.99
1270,7.99
1271,10.99
1272,2.30537471135812
1273,13.99
1274,14.99
1275,14.945505674266842
1276,12.59
1277,13.99
1278,23.284727210791832
1279,60.45310897266444
1280,15.98
1281,12.99
1282,14.98
1283,11.56
1284,11.99
1285,11.99
1286,11.99
1287,28.2948551304136
1288,12.59
1289,12.59
